"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2015Q3","Hungary","Afghanistan","Total","Total","Total","Person","130",""
"2015Q3","Hungary","Afghanistan","Total","Total","Total positive decisions","Person","20",""
"2015Q3","Hungary","Afghanistan","Total","Total","Rejected","Person","105",""
"2015Q3","Hungary","Pakistan","Total","Total","Total","Person","70",""
"2015Q3","Hungary","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Pakistan","Total","Total","Rejected","Person","70",""
"2015Q3","Hungary","Iraq","Total","Total","Total","Person","15",""
"2015Q3","Hungary","Iraq","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Hungary","Iraq","Total","Total","Rejected","Person","5",""
"2015Q3","Hungary","Syria","Total","Total","Total","Person","70",""
"2015Q3","Hungary","Syria","Total","Total","Total positive decisions","Person","30",""
"2015Q3","Hungary","Syria","Total","Total","Rejected","Person","40",""
"2015Q3","Hungary","Total","Total","Total","Total","Person","530",""
"2015Q3","Hungary","Total","Total","Total","Total positive decisions","Person","110",""
"2015Q3","Hungary","Total","Total","Total","Rejected","Person","420",""
"2015Q3","Netherlands","Albania","Total","Total","Total","Person","75",""
"2015Q3","Netherlands","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Netherlands","Albania","Total","Total","Rejected","Person","75",""
"2015Q3","Netherlands","Serbia","Total","Total","Total","Person","40",""
"2015Q3","Netherlands","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Netherlands","Serbia","Total","Total","Rejected","Person","40",""
"2015Q3","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","165",""
"2015Q3","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","165",""
"2015Q3","Netherlands","Russia","Total","Total","Total","Person","15",""
"2015Q3","Netherlands","Russia","Total","Total","Total positive decisions","Person","5",""
"2015Q3","Netherlands","Russia","Total","Total","Rejected","Person","10",""
"2015Q3","Netherlands","Extra EU-28","Total","Total","Total","Person","4,530",""
"2015Q3","Netherlands","Extra EU-28","Total","Total","Total positive decisions","Person","3,195",""
"2015Q3","Netherlands","Extra EU-28","Total","Total","Rejected","Person","1,335",""
"2015Q3","Netherlands","Eritrea","Total","Total","Total","Person","1,385",""
"2015Q3","Netherlands","Eritrea","Total","Total","Total positive decisions","Person","1,315",""
"2015Q3","Netherlands","Eritrea","Total","Total","Rejected","Person","75",""
"2015Q3","Netherlands","Afghanistan","Total","Total","Total","Person","140",""
"2015Q3","Netherlands","Afghanistan","Total","Total","Total positive decisions","Person","70",""
"2015Q3","Netherlands","Afghanistan","Total","Total","Rejected","Person","70",""
"2015Q3","Netherlands","Pakistan","Total","Total","Total","Person","35",""
"2015Q3","Netherlands","Pakistan","Total","Total","Total positive decisions","Person","20",""
"2015Q3","Netherlands","Pakistan","Total","Total","Rejected","Person","15",""
"2015Q3","Netherlands","Iraq","Total","Total","Total","Person","75",""
"2015Q3","Netherlands","Iraq","Total","Total","Total positive decisions","Person","45",""
"2015Q3","Netherlands","Iraq","Total","Total","Rejected","Person","30",""
"2015Q3","Netherlands","Syria","Total","Total","Total","Person","1,350",""
"2015Q3","Netherlands","Syria","Total","Total","Total positive decisions","Person","1,260",""
"2015Q3","Netherlands","Syria","Total","Total","Rejected","Person","90",""
"2015Q3","Netherlands","Total","Total","Total","Total","Person","4,530",""
"2015Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","3,195",""
"2015Q3","Netherlands","Total","Total","Total","Rejected","Person","1,335",""
"2015Q3","Slovenia","Albania","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Albania","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Serbia","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Serbia","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Russia","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Russia","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Extra EU-28","Total","Total","Total","Person","15",""
"2015Q3","Slovenia","Extra EU-28","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Slovenia","Extra EU-28","Total","Total","Rejected","Person","5",""
"2015Q3","Slovenia","Eritrea","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Eritrea","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Afghanistan","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Afghanistan","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Afghanistan","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Pakistan","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Pakistan","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Iraq","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Iraq","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Iraq","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Syria","Total","Total","Total","Person","0",""
"2015Q3","Slovenia","Syria","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Slovenia","Syria","Total","Total","Rejected","Person","0",""
"2015Q3","Slovenia","Total","Total","Total","Total","Person","15",""
"2015Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Slovenia","Total","Total","Total","Rejected","Person","5",""
"2015Q3","Sweden","Albania","Total","Total","Total","Person","430",""
"2015Q3","Sweden","Albania","Total","Total","Total positive decisions","Person","5",""
"2015Q3","Sweden","Albania","Total","Total","Rejected","Person","420",""
"2015Q3","Sweden","Serbia","Total","Total","Total","Person","130",""
"2015Q3","Sweden","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Sweden","Serbia","Total","Total","Rejected","Person","130",""
"2015Q3","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","215",""
"2015Q3","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","15",""
"2015Q3","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","200",""
"2015Q3","Sweden","Russia","Total","Total","Total","Person","45",""
"2015Q3","Sweden","Russia","Total","Total","Total positive decisions","Person","20",""
"2015Q3","Sweden","Russia","Total","Total","Rejected","Person","25",""
"2015Q3","Sweden","Extra EU-28","Total","Total","Total","Person","11,385",""
"2015Q3","Sweden","Extra EU-28","Total","Total","Total positive decisions","Person","9,120",""
"2015Q3","Sweden","Extra EU-28","Total","Total","Rejected","Person","2,260",""
"2015Q3","Sweden","Eritrea","Total","Total","Total","Person","1,655",""
"2015Q3","Sweden","Eritrea","Total","Total","Total positive decisions","Person","1,575",""
"2015Q3","Sweden","Eritrea","Total","Total","Rejected","Person","80",""
"2015Q3","Sweden","Afghanistan","Total","Total","Total","Person","320",""
"2015Q3","Sweden","Afghanistan","Total","Total","Total positive decisions","Person","225",""
"2015Q3","Sweden","Afghanistan","Total","Total","Rejected","Person","90",""
"2015Q3","Sweden","Pakistan","Total","Total","Total","Person","15",""
"2015Q3","Sweden","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2015Q3","Sweden","Pakistan","Total","Total","Rejected","Person","10",""
"2015Q3","Sweden","Iraq","Total","Total","Total","Person","205",""
"2015Q3","Sweden","Iraq","Total","Total","Total positive decisions","Person","115",""
"2015Q3","Sweden","Iraq","Total","Total","Rejected","Person","90",""
"2015Q3","Sweden","Syria","Total","Total","Total","Person","5,880",""
"2015Q3","Sweden","Syria","Total","Total","Total positive decisions","Person","5,815",""
"2015Q3","Sweden","Syria","Total","Total","Rejected","Person","65",""
"2015Q3","Sweden","Total","Total","Total","Total","Person","11,405",""
"2015Q3","Sweden","Total","Total","Total","Total positive decisions","Person","9,120",""
"2015Q3","Sweden","Total","Total","Total","Rejected","Person","2,285",""
"2015Q3","United Kingdom","Albania","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Albania","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Albania","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Serbia","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Serbia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Serbia","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Russia","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Russia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Russia","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Extra EU-28","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Extra EU-28","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Extra EU-28","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Eritrea","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Eritrea","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Eritrea","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Afghanistan","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Afghanistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Afghanistan","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Pakistan","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Pakistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Pakistan","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Iraq","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Iraq","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Iraq","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Syria","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Syria","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Syria","Total","Total","Rejected","Person",":",""
"2015Q3","United Kingdom","Total","Total","Total","Total","Person",":",""
"2015Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person",":",""
"2015Q3","United Kingdom","Total","Total","Total","Rejected","Person",":",""
"2015Q3","Switzerland","Albania","Total","Total","Total","Person","85",""
"2015Q3","Switzerland","Albania","Total","Total","Total positive decisions","Person","5",""
"2015Q3","Switzerland","Albania","Total","Total","Rejected","Person","80",""
"2015Q3","Switzerland","Serbia","Total","Total","Total","Person","55",""
"2015Q3","Switzerland","Serbia","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Switzerland","Serbia","Total","Total","Rejected","Person","45",""
"2015Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","70",""
"2015Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","35",""
"2015Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","35",""
"2015Q3","Switzerland","Russia","Total","Total","Total","Person","55",""
"2015Q3","Switzerland","Russia","Total","Total","Total positive decisions","Person","25",""
"2015Q3","Switzerland","Russia","Total","Total","Rejected","Person","30",""
"2015Q3","Switzerland","Extra EU-28","Total","Total","Total","Person","5,020",""
"2015Q3","Switzerland","Extra EU-28","Total","Total","Total positive decisions","Person","3,235",""
